"meta_n_repeats"	"meta_n_experiments_per_repeat"	"meta_n_participants_per_experiment"	"meta_n_trials_per_participant"	"meta_n_people"	"meta_true_base"	"meta_true_sex"	"meta_true_cond"	"meta_true_sex_cond"	"meta_var_base"	"meta_var_sex"	"meta_var_cond"	"meta_var_sex_cond"	"meta_base_estimate_anova"	"meta_sex_estimate_anova"	"meta_cond_estimate_anova"	"meta_sex_cond_estimate_anova"	"meta_base_estimate_glmm"	"meta_sex_estimate_glmm"	"meta_cond_estimate_glmm"	"meta_sex_cond_estimate_glmm"	"meta_base_estimate_glmm_p"	"meta_sex_estimate_glmm_p"	"meta_cond_estimate_glmm_p"	"meta_sex_cond_estimate_glmm_p"	"meta_base_estimate_bglmm"	"meta_sex_estimate_bglmm"	"meta_cond_estimate_bglmm"	"meta_sex_cond_estimate_bglmm"	"meta_base_estimate_bglmm_p"	"meta_sex_estimate_bglmm_p"	"meta_cond_estimate_bglmm_p"	"meta_sex_cond_estimate_bglmm_p"	"meta_base_estimate_pp"	"meta_sex_estimate_pp"	"meta_cond_estimate_pp"	"meta_sex_cond_estimate_pp"	"meta_base_estimate_pp_p"	"meta_sex_estimate_pp_p"	"meta_cond_estimate_pp_p"	"meta_sex_cond_estimate_pp_p"	"meta_base_estimate_mega_bglmm"	"meta_sex_estimate_mega_bglmm"	"meta_cond_estimate_mega_bglmm"	"meta_sex_cond_estimate_mega_bglmm"	"meta_base_estimate_mega_bglmm_p"	"meta_sex_estimate_mega_bglmm_p"	"meta_cond_estimate_mega_bglmm_p"	"meta_sex_cond_estimate_mega_bglmm_p"	"meta_base_estimate_lower_anova"	"meta_sex_estimate_lower_anova"	"meta_cond_estimate_lower_anova"	"meta_sex_cond_estimate_lower_anova"	"meta_base_estimate_lower_glmm"	"meta_sex_estimate_lower_glmm"	"meta_cond_estimate_lower_glmm"	"meta_sex_cond_estimate_lower_glmm"	"meta_base_estimate_lower_bglmm"	"meta_sex_estimate_lower_bglmm"	"meta_cond_estimate_lower_bglmm"	"meta_sex_cond_estimate_lower_bglmm"	"meta_base_estimate_lower_pp"	"meta_sex_estimate_lower_pp"	"meta_cond_estimate_lower_pp"	"meta_sex_cond_estimate_lower_pp"	"meta_base_estimate_lower_mega_bglmm"	"meta_sex_estimate_lower_mega_bglmm"	"meta_cond_estimate_lower_mega_bglmm"	"meta_sex_cond_estimate_lower_mega_bglmm"	"meta_base_estimate_upper_anova"	"meta_sex_estimate_upper_anova"	"meta_cond_estimate_upper_anova"	"meta_sex_cond_estimate_upper_anova"	"meta_base_estimate_upper_glmm"	"meta_sex_estimate_upper_glmm"	"meta_cond_estimate_upper_glmm"	"meta_sex_cond_estimate_upper_glmm"	"meta_base_estimate_upper_bglmm"	"meta_sex_estimate_upper_bglmm"	"meta_cond_estimate_upper_bglmm"	"meta_sex_cond_estimate_upper_bglmm"	"meta_base_estimate_upper_pp"	"meta_sex_estimate_upper_pp"	"meta_cond_estimate_upper_pp"	"meta_sex_cond_estimate_upper_pp"	"meta_base_estimate_upper_mega_bglmm"	"meta_sex_estimate_upper_mega_bglmm"	"meta_cond_estimate_upper_mega_bglmm"	"meta_sex_cond_estimate_upper_mega_bglmm"	"meta_sex_positive_rate_anova"	"meta_cond_positive_rate_anova"	"meta_sex_cond_positive_rate_anova"	"meta_sex_positive_rate_glmm"	"meta_cond_positive_rate_glmm"	"meta_sex_cond_positive_rate_glmm"	"meta_sex_positive_rate_bglmm"	"meta_cond_positive_rate_bglmm"	"meta_sex_cond_positive_rate_bglmm"	"meta_sex_positive_rate_pp"	"meta_cond_positive_rate_pp"	"meta_sex_cond_positive_rate_pp"	"meta_sex_positive_rate_mega_bglmm"	"meta_cond_positive_rate_mega_bglmm"	"meta_sex_cond_positive_rate_mega_bglmm"	"meta_base_uncertainty_anova"	"meta_sex_uncertainty_anova"	"meta_cond_uncertainty_anova"	"meta_sex_cond_uncertainty_anova"	"meta_base_uncertainty_glmm"	"meta_sex_uncertainty_glmm"	"meta_cond_uncertainty_glmm"	"meta_sex_cond_uncertainty_glmm"	"meta_base_uncertainty_glmm_p"	"meta_sex_uncertainty_glmm_p"	"meta_cond_uncertainty_glmm_p"	"meta_sex_cond_uncertainty_glmm_p"	"meta_base_uncertainty_bglmm"	"meta_sex_uncertainty_bglmm"	"meta_cond_uncertainty_bglmm"	"meta_sex_cond_uncertainty_bglmm"	"meta_base_uncertainty_bglmm_p"	"meta_sex_uncertainty_bglmm_p"	"meta_cond_uncertainty_bglmm_p"	"meta_sex_cond_uncertainty_bglmm_p"	"meta_base_uncertainty_pp"	"meta_sex_uncertainty_pp"	"meta_cond_uncertainty_pp"	"meta_sex_cond_uncertainty_pp"	"meta_base_uncertainty_pp_p"	"meta_sex_uncertainty_pp_p"	"meta_cond_uncertainty_pp_p"	"meta_sex_cond_uncertainty_pp_p"	"meta_base_uncertainty_mega_bglmm"	"meta_sex_uncertainty_mega_bglmm"	"meta_cond_uncertainty_mega_bglmm"	"meta_sex_cond_uncertainty_mega_bglmm"	"meta_base_uncertainty_mega_bglmm_p"	"meta_sex_uncertainty_mega_bglmm_p"	"meta_cond_uncertainty_mega_bglmm_p"	"meta_sex_cond_uncertainty_mega_bglmm_p"
"1"	20	60	80	25	1e+06	0	0	0	0	0	0	0	0	0.504633333333333	-0.00429999999999997	-0.00616666666666667	0.00419999999999999	0.0186609400447377	-0.0173505046654708	-0.0247867098395308	0.0169638291052468	0.504665099634401	-0.00433749083646573	-0.00619653729416153	0.00424082291172867	0.0197888581207384	-0.0183538126773728	-0.0270879901172729	0.0192950101859775	0.504947053092857	-0.00458829179358344	-0.00677182799040332	0.0048235884234778	-0.0365659601709809	0.0141322796795695	-0.0482678476275066	0.016701976523133	0.490859528388334	0.00353228668945216	-0.0120552701138374	0.00416684659911226	0.0183267447103766	-0.0169791206423929	-0.0239850436711596	0.0165032691497465	0.504581557944487	-0.00424465197847823	-0.00599612891056805	0.00412569013982172	0.460134590957175	-0.0672307249769088	-0.0690973916435755	-0.0847974847523158	-0.160242137978133	-0.270317769519148	-0.277784798919677	-0.340792339147592	-0.170206578023295	-0.287884821904136	-0.294814728794085	-0.361213655325923	-0.194354326948771	-0.175056703675367	-0.250831365562283	-0.0317807404658908	-0.00431390482144082	-0.0508075250118848	-0.0569363582283421	-0.0283562009719058	0.549132075709491	0.0586307249769088	0.0567640583102422	0.0931974847523158	0.197564018067608	0.235616760188206	0.228211379240615	0.374719997358086	0.209229539372558	0.250355296400029	0.242793549084035	0.399087515634161	0.128739429740286	0.200580648562578	0.139991886600833	0.0662634775024006	0.041643507341872	0.0154732215995647	0.00867362957754402	0.0630336805792471	0.0333333333333333	0.1	0.0333333333333333	0.0333333333333333	0.0666666666666667	0.0333333333333333	0	0.05	0.0333333333333333	0	0	0	0	0	0	0.0889974847523158	0.125861449953818	0.125861449953818	0.177994969504632	0.357806156045741	0.505934529707354	0.505996178160292	0.715512336505677	0.0892060112030145	0.125813368129202	0.125827427677884	0.176992496838332	0.379436117395852	0.538240118304165	0.53760827787812	0.760301170960084	0.0945666083089367	0.133753701617627	0.133597328778417	0.187816800454496	0.323093756689057	0.375637352237945	0.390823252163116	0.0980442179682914	0.0805766888793575	0.0936211009338187	0.097192293625162	0.0244886562585975	0.0459574121633128	0.0662807466114495	0.0656099878058861	0.0913898815511529	0.0114878470998377	0.0165686684530838	0.0164008880089056	0.0228433354511686
"2"	20	60	80	25	1e+06	0	0	0	0	0	0	0	0	0.500933333333333	0.00200000000000002	0.000966666666666668	-0.00376666666666665	0.00375878743449054	0.00806056492129294	0.00383394292605746	-0.0151461846111412	0.50093969575225	0.00201510793865278	0.000958477718824513	-0.0037865037447693	0.00408629587157477	0.00713753428218373	0.00355178788180049	-0.0135498901109626	0.501021572546392	0.00178435553585932	0.00088793910850038	-0.00338743524796803	0.15983116346528	-0.0710535479778724	-0.119188798763536	-0.0164187027775166	0.539872944129376	-0.0176931058126379	-0.0297137513298629	-0.00417141939168481	0.00436993791727066	0.00707068109498951	0.003199802669281	-0.0138859040536257	0.501092482740781	0.00176764081608705	0.000799943369377165	-0.00347143752821566	0.455953727514556	-0.0616107685791106	-0.062644101912444	-0.0937258783042213	-0.175944990612462	-0.246052963507526	-0.250292487011396	-0.37449951765016	-0.185621597852985	-0.263527709038618	-0.267612033530131	-0.397151664833905	-0.00901562561133482	-0.277535545352436	-0.316696617439099	-0.0666113529218298	-0.0199709449716746	-0.0276481130302041	-0.031379701817836	-0.0622103110058491	0.545912939152111	0.0656107685791106	0.0645774352457774	0.086192544970888	0.183462565481443	0.262174093350112	0.257960372863511	0.344207148427878	0.196231890547321	0.276230902290339	0.273082891824939	0.368528002254529	0.332232862996588	0.125188006883288	0.0715165384595831	0.0317020275813189	0.0289694926498817	0.0416019779409515	0.0371286776637049	0.0349065084582577	0.0333333333333333	0.1	0.05	0.0333333333333333	0.1	0.05	0.0333333333333333	0.1	0.05	0	0	0	0	0	0	0.0899592116375546	0.127221537158221	0.127221537158221	0.179918423275109	0.359407556093905	0.508227056857639	0.508252859874907	0.718706666078038	0.089610551094686	0.126373097180046	0.126381995571605	0.177767759360734	0.381853488400306	0.539758611328957	0.54069492535507	0.765679667088434	0.0951737677080044	0.134122961411076	0.1343548742416	0.189115696695149	0.341248488607923	0.402723552235724	0.388213155898682	0.0983133805031487	0.0845564585516225	0.100168477716098	0.0967164827382607	0.0245593356984106	0.0489404376215563	0.0692500909711556	0.0685083794815409	0.0971168194641068	0.0122344370108547	0.0173102362752294	0.0171251957695314	0.0242744293638814
"3"	20	60	80	25	1e+06	0	0	0	0	0	0	0	0	0.502933333333333	-0.0051333333333333	-0.000599999999999996	0.00643333333333333	0.011679482555471	-0.0204785353628511	-0.00230402068469457	0.0258323823719829	0.502919837447615	-0.00511958645682042	-0.000575989148444811	0.00645799880488473	0.0119127375668902	-0.0204640154695668	-0.00286434314687703	0.0252815269243644	0.502978149171887	-0.00511595562042916	-0.000716066000573834	0.00632029337918943	0.145619272539205	-0.127893276538062	0.0750289861793708	0.0257994297374291	0.536340623990815	-0.0319092410223364	0.0185987248328063	0.00657382932003681	0.0117919331880128	-0.0206142386319684	-0.00224004737393325	0.0261242217797978	0.502947949137798	-0.00515351119333302	-0.000559995840361593	0.00653095395186271	0.457894422178516	-0.0688279723229927	-0.0642946389896595	-0.0836444889763012	-0.16889562016652	-0.275819550814422	-0.257670717714021	-0.335301831814449	-0.17919841501145	-0.292761896073439	-0.272990318583028	-0.356841168952159	-0.0145884696079467	-0.323284820233527	-0.115797771753716	-0.0259195977561776	-0.0116730664619182	-0.0540682776049395	-0.0344088145595663	-0.0197839989055509	0.547972244488151	0.0585613056563261	0.0630946389896595	0.0965111556429679	0.192254585277462	0.23486248008872	0.253062676344632	0.386966596558415	0.204395208934769	0.249991322559796	0.268568055577021	0.40786294487006	0.303172981453163	0.0631886951910365	0.268821313811628	0.0771728960126995	0.0345700689509988	0.0113340402296016	0.0304331963241963	0.0726607375466776	0.0166666666666667	0.0166666666666667	0	0.0166666666666667	0	0	0.0166666666666667	0	0	0	0	0	0	0	0	0.0900778223096345	0.127389277979319	0.127389277979319	0.180155644619269	0.361150205443981	0.510682030903142	0.510733394058652	0.722268428372863	0.0900399663585513	0.126978916401701	0.126991222666017	0.17862055606667	0.38359362394622	0.542753218633236	0.541558374160049	0.764704113822219	0.0956017478553453	0.13485868837165	0.134565259451042	0.188871483391614	0.31776145106111	0.386473515424564	0.384619085565344	0.103092493768877	0.0788650473992643	0.0963130654606068	0.0946973459294188	0.0256774108540824	0.046243135412917	0.0654023178345411	0.0648420108837626	0.0924447364522285	0.011559890104243	0.0163487479188237	0.0162086935369261	0.0231057052528481
"4"	20	60	80	25	1e+06	0	0	0	0	0	0	0	0	0.500433333333333	-0.00336666666666663	0.00393333333333333	0.00443333333333333	0.00167380754184601	-0.0134442761178439	0.0157819866407637	0.0177423858718384	0.500418451787766	-0.00336103495875728	0.00394538595160854	0.00443545874179152	0.00205510787888637	-0.0136803553862811	0.0155646939822614	0.0174285246325953	0.500513776788895	-0.00342005593472527	0.00389105971746773	0.00435700895605051	-0.0864530746510886	0.161254374941505	-0.0276271879039905	0.0312932338454846	0.478400182989096	0.0402914275674118	-0.00688935808996427	0.00780452500959827	0.00146499927568889	-0.0128534088580101	0.0156756742251596	0.0177962735836502	0.500366249753418	-0.00321332137794456	0.00391881370871117	0.00444891811340686	0.45641599142478	-0.0656165885733556	-0.0583165885733557	-0.0836013504837723	-0.176915583343003	-0.266002642099101	-0.236757072581135	-0.339400602603179	-0.187307240636423	-0.282210976092052	-0.251405032961262	-0.356469159932242	-0.252520629033552	-0.0328759955683897	-0.219118177902788	-0.0131701526787101	-0.0212024908670436	-0.0445821661805531	-0.0160177751837417	-0.0281218342377545	0.544450675241886	0.0588832552400223	0.0661832552400224	0.092468017150439	0.180263198426695	0.239114089863413	0.268321045862662	0.374885374346856	0.190951512442365	0.252653992909572	0.282062826946083	0.396956389604262	0.0929938969415874	0.34749571969941	0.171242917848928	0.0750695584978972	0.0239882692689688	0.0203684633386381	0.0483839199478952	0.0618350582376637	0.0666666666666667	0.0333333333333333	0.05	0.0333333333333333	0.0166666666666667	0.0333333333333333	0.05	0.0166666666666667	0	0	0	0	0	0	0	0.0880346838171056	0.124499843813378	0.124499843813378	0.176069367634211	0.357178781769699	0.505116731962515	0.505078118443797	0.714285976950034	0.0890580563877664	0.125607920953241	0.125593285311516	0.176677062733054	0.378258753078787	0.534864969001624	0.533467859907345	0.753425549536504	0.0942837344022373	0.132919666371091	0.132571988884414	0.186133768441607	0.345514525975139	0.3803717152678	0.390361095751716	0.0882397111766074	0.0860285506270999	0.0946894981113532	0.0969886579880222	0.0220227463094683	0.0451907601360124	0.0649506295191912	0.0644016951316369	0.0899568924754181	0.0112972039089333	0.0162357708940605	0.0160977795847634	0.0224829208173813
"5"	20	60	80	25	1e+06	0	0	0	0	0	0	0	0	0.498066666666667	0.00436666666666668	-0.000233333333333361	-0.00279999999999997	-0.00773577029903691	0.0175065916710922	-0.000921139768343833	-0.0111970805934712	0.498066067069455	0.00437661884020119	-0.00023028107042361	-0.00279925431719741	-0.0087592149391314	0.0188898449676682	0.000163185585692871	-0.0124263204601245	0.497810210265957	0.00472242558091712	4.07956284066424e-05	-0.00310655748471833	0.146794318828512	-0.0394968252401428	-0.122739059363291	-0.0126172354188581	0.536632821237888	-0.00983415344380922	-0.0306192963487284	-0.00319361155937925	-0.0076031088473704	0.0174399546748672	-0.000818436619954976	-0.0112757773195651	0.498099231944665	0.0043599596822344	-0.000204605868325436	-0.00281892754693658	0.453892553157414	-0.0581049637639265	-0.0627049637639266	-0.0911482270185047	-0.186364705694537	-0.235062831491683	-0.253493077363281	-0.36839404762125	-0.197657240752168	-0.246315780733038	-0.265871030240591	-0.393190726226262	-0.0200074399248361	-0.241513163649157	-0.311017424174918	-0.061903593483551	-0.0318002725334287	-0.0143495764495535	-0.0334611030256843	-0.0584151807429513	0.542240780175919	0.0668382970972599	0.0622382970972599	0.0855482270185047	0.170893165096463	0.270076014833867	0.251650797826594	0.345999886434308	0.179578309709236	0.287532766796358	0.266844388875458	0.361982795142705	0.321860638962915	0.149336095101673	0.0659183291094909	0.0374760332868865	0.0150511723628749	0.0511287008309219	0.0328751156410339	0.0353457963796927	0.0666666666666667	0.133333333333333	0.05	0.0833333333333333	0.1	0.05	0.0666666666666667	0.05	0.0333333333333333	0	0	0	0	0	0	0.0883482270185047	0.124943260861186	0.124943260861187	0.176696454037009	0.357257870791	0.50513884632555	0.505143875189875	0.714393934055558	0.0890764116069539	0.125614693475885	0.125616565275192	0.176723223893778	0.377235550461404	0.533848547529396	0.532715419116049	0.755173521368968	0.0940283752867483	0.132670751804797	0.13239479537982	0.186580585205101	0.341868078887751	0.390849258750829	0.376935753284409	0.0993796267704375	0.084779330209679	0.0971583161590097	0.0939423081524686	0.0248350500075548	0.0468514448963036	0.0654782772804753	0.0663362186667182	0.093760977122644	0.0117121202951346	0.0163676313709912	0.0165822760582545	0.0234359151050659
"6"	20	60	80	25	1e+06	0	0	0	0	0	0	0	0	0.499666666666667	0.00250000000000003	-0.00153333333333332	-0.00120000000000002	-0.00135054600822191	0.0100247983574565	-0.00613918432250509	-0.00483770661086757	0.499662363549265	0.00250618594077623	-0.00153478737898777	-0.00120942150273518	-0.00222331180010684	0.0113552315665091	-0.00579847141960811	-0.00534748486623068	0.499444172278933	0.00283879179761881	-0.00144960732989424	-0.00133686570631658	-0.0300797551804036	0.0583249579573734	-0.144297629295004	0.00143733093593936	0.492480628151768	0.0145802031261295	-0.0359648429842046	0.000281564470709039	-0.0011141181831307	0.00937282372730132	-0.00618098191208005	-0.00508024844278754	0.499721470483028	0.00234319416778084	-0.00154523741866164	-0.00127005787090056	0.456224640186854	-0.0589363030247216	-0.062969636358055	-0.0880840529596246	-0.179612194844401	-0.242093241190057	-0.258225302617315	-0.361365914774791	-0.192071685673306	-0.257640018475039	-0.271969403486879	-0.383907634532184	-0.204228795606208	-0.146099514743428	-0.350604932077113	-0.0479540892887954	-0.0242187749384531	-0.0243575335596057	-0.0393778083935688	-0.0494809855899983	0.543108693146479	0.0639363030247217	0.0599029696913884	0.0856840529596246	0.176911102827957	0.26214283790497	0.245946933972305	0.351690501553055	0.186944632377913	0.278919728586207	0.262019618137416	0.373517098352772	0.142889357049629	0.254063200945088	0.0608862977924053	0.0488606158512083	0.0215437527255113	0.0417478693592615	0.0252021118226702	0.042596351636763	0.05	0.0333333333333333	0.05	0.0166666666666667	0.0166666666666667	0.0333333333333333	0.0166666666666667	0.0166666666666667	0.0166666666666667	0	0	0	0	0	0	0.0868840529596246	0.122872606049443	0.122872606049443	0.173768105919249	0.356523297672359	0.504236079095026	0.504172236589621	0.713056416327846	0.0888955043772605	0.125393185879511	0.125378067170687	0.176399277692902	0.379016318051219	0.536559747061246	0.533989021624296	0.757424732884955	0.0944713624503572	0.133338816176529	0.132708138215061	0.18712485127004	0.347118152655837	0.400162715688517	0.411491229869518	0.0968147051400037	0.0865421556390503	0.0996941711166573	0.101739257167556	0.0241183342157653	0.0457625276639644	0.0661054029188671	0.064579920216239	0.0920773372267613	0.0114401276790106	0.0165246089704351	0.0161433059848443	0.0230152585565919
"7"	20	60	80	25	1e+06	0	0	0	0	0	0	0	0	0.498733333333333	0.00380000000000002	0.00273333333333332	-0.00239999999999999	-0.00511434713089635	0.0152624240798448	0.0110069101139692	-0.00964333753683236	0.49872141600422	0.00381558146065525	0.00275172047899369	-0.00241083734321024	-0.00377824335359645	0.0139267941898841	0.00942699093782841	-0.0081386064355037	0.499055440285243	0.00348167564841689	0.00235674285578108	-0.00203465612086029	-0.0406251037486349	0.18160545738766	0.0740935862376111	-0.0058997402255195	0.489845120658032	0.0453417075148173	0.0185212190232882	-0.00160433703129637	-0.00623699119788311	0.0168067204748427	0.0129664667942588	-0.0130857988947457	0.498440757255079	0.00420165046357224	0.0032416052950861	-0.00327143749636449	0.454336323315392	-0.0589868536961869	-0.0600535203628536	-0.0911940200358828	-0.185284266412512	-0.239550339836925	-0.243804000016909	-0.370056150693042	-0.193664866438852	-0.254166841257519	-0.256146507698661	-0.385014584027804	-0.204334120039376	-0.00416497109033428	-0.116662748122171	-0.0536643294236838	-0.0280444444496555	-0.0155662122551516	-0.0193974964982377	-0.0578938935054354	0.543130343351275	0.0665868536961869	0.0655201870295203	0.0863940200358829	0.17505557215072	0.270075187996615	0.265817820244847	0.350769475619377	0.185317265132028	0.283018642520788	0.276851001667231	0.372421772576143	0.11749169215285	0.371088041609339	0.264566194418179	0.0415042801368785	0.0165710480388329	0.0477443630641157	0.0454528934214791	0.0363889624323434	0.0166666666666667	0.0333333333333333	0.0333333333333333	0	0.0666666666666667	0.0333333333333333	0.0166666666666667	0.0666666666666667	0.0333333333333333	0	0	0	0	0	0	0.0887940200358828	0.125573707392374	0.125573707392374	0.177588040071766	0.360339838563232	0.50962552783354	0.509621820261756	0.720825626312419	0.0898414765261497	0.12671824881623	0.126719464579324	0.178275003110392	0.37898213157088	0.537185483778307	0.532997509365892	0.757436356603946	0.0944626381955739	0.133491069004845	0.132464900426815	0.18711985169743	0.321825812192226	0.375253012699673	0.38122894254035	0.0951686095605623	0.0802457107544933	0.0930676595819817	0.0949935661021414	0.0235299356106277	0.0446154924884884	0.0633105753192673	0.0648503899197168	0.0942828559377788	0.0111533188462155	0.0158259383410821	0.0162109903057975	0.0235653875620378
"8"	20	60	80	25	1e+06	0	0	0	0	0	0	0	0	0.5004	0.00216666666666669	0.0015	-0.000999999999999992	0.00158327880466186	0.00882110160899488	0.00599281918322054	-0.00397676236791602	0.50039581961848	0.00220525202089772	0.00149819581922483	-0.000994198068805074	0.00114825790946724	0.00946323533691045	0.00652082568732638	-0.00363447212999045	0.500287064445826	0.00236578397241682	0.00163019705642897	-0.000908635006099945	0.0793155776757681	0.00701214933899816	-0.179905487643304	-0.00310728844640435	0.519818505721155	0.00175003277722574	-0.0449448004399088	-0.000776188501585673	0.0022500635618513	0.00758892720274713	0.00447628831354117	-0.00252109138962031	0.500562515653138	0.00189721219506234	0.00111906597561806	-0.000630281080490014	0.45574624171812	-0.0609832839064983	-0.0616499505731651	-0.0903075165637607	-0.178657242681629	-0.246098723227594	-0.24889177313016	-0.364469137428808	-0.189784579785769	-0.259819284389806	-0.263783073516944	-0.384905487127155	-0.0824117708874355	-0.188086794509183	-0.363676122410793	-0.0515047811948663	-0.0202993077229845	-0.0255981112357372	-0.0268058269324749	-0.0458023246489884	0.54505375828188	0.0653166172398317	0.0646499505731651	0.0883075165637607	0.181823800290952	0.263740926445584	0.260877411496601	0.356515612692976	0.192247985237745	0.278287462892456	0.27581443450213	0.374814250840512	0.238722620887394	0.200518434029783	0.0055997613794165	0.0430024187687329	0.0251773057145392	0.0382454205030726	0.037071778212242	0.0425511546919527	0.0666666666666667	0.0666666666666667	0.05	0.0666666666666667	0.05	0.0333333333333333	0.0666666666666667	0.05	0.0333333333333333	0	0	0	0	0	0	0.0893075165637606	0.12629990114633	0.12629990114633	0.178615033127521	0.360481042972581	0.509839649673179	0.509769184626762	0.720984750121785	0.0898770194558939	0.126770753756319	0.126755006608383	0.178312579535273	0.382032565023514	0.538106747282262	0.539597508019075	0.759719737967667	0.095218758953621	0.133717450608931	0.134085307944616	0.187671996358208	0.321134391774829	0.388605228538966	0.369275883790209	0.0945071999635992	0.0799901251805034	0.0966715548764813	0.0918310316584451	0.0235660064882452	0.0454766134375237	0.0638435317388098	0.063877605144717	0.0883534793409411	0.0113686466296623	0.0159592345164553	0.0159678263654734	0.0220838896484812
"9"	20	60	80	25	1e+06	0	0	0	0	0	0	0	0	0.4988	-0.00269999999999997	-0.00533333333333334	0.0107666666666667	-0.00482329686911419	-0.0108206905991831	-0.0214848797277836	0.0432862035331009	0.498794178120427	-0.00270509522651524	-0.00537084295383577	0.0108210892808269	-0.00467633467592271	-0.0114384031103649	-0.0222160660837305	0.0442693527390746	0.498830918461485	-0.00285951572798682	-0.00555361350117806	0.0110668436218131	0.0970586135392761	-0.100130057983263	-0.029349541442944	0.0429153696202392	0.52424562280205	-0.0250134833093948	-0.00732481876226276	0.0107162511246916	-0.00407133189829019	-0.011817985743192	-0.0228907742049985	0.0453922181488118	0.49898216843137	-0.0029544142692125	-0.00572228664849295	0.0113475580393702	0.454288290438887	-0.0656490633457386	-0.068282396679072	-0.07825675245556	-0.184741256525758	-0.265294517162999	-0.276004307028625	-0.316656503564016	-0.196106955885565	-0.283481398492346	-0.292165912579786	-0.337342535083208	-0.0701776704549877	-0.293889790922114	-0.216255606994855	-0.00300303620863396	-0.0273627630465337	-0.0450221526291065	-0.056042747716468	-0.00142753734128224	0.543311709561113	0.0602490633457386	0.0576157300124053	0.0997900857888934	0.175094662787529	0.243653135964633	0.233034547573058	0.403228910630217	0.186218788199013	0.25859360002242	0.247975515709845	0.429795034250514	0.26480349429543	0.0852884174217852	0.158184270023385	0.0890553059155221	0.0192135475804492	0.020704293963696	0.0109691740342247	0.0915035364816824	0.0333333333333333	0.0666666666666667	0.05	0.0166666666666667	0.0333333333333333	0.05	0	0.0333333333333333	0.0333333333333333	0	0	0	0	0	0	0.0890234191222266	0.125898126691477	0.125898126691477	0.178046838244453	0.359835919313287	0.508947653127632	0.509038854601683	0.719885414194233	0.0897165773061374	0.126547089298955	0.126555594864887	0.178051495873086	0.382325744084578	0.542074998514766	0.540141428289631	0.767137569333722	0.0952908474276711	0.134685493195368	0.134196916738033	0.189464275718845	0.334981164750418	0.379178208343899	0.374439877018239	0.0920583421241561	0.0833539491004271	0.09451039933363	0.0932305460394464	0.0230098763654461	0.0465763106269828	0.0657264465928025	0.0670119217506928	0.0929310738229647	0.0116435031118422	0.0164290513020462	0.0167484495183015	0.0232283620146029
"10"	20	60	80	25	1e+06	0	0	0	0	0	0	0	0	0.5001	-0.00166666666666665	-0.00086666666666666	-0.000966666666666675	0.000376433435931459	-0.00666623129777117	-0.00345398268470325	-0.00389698304964112	0.500094108357872	-0.00166655263930626	-0.000863495062806363	-0.000974198677814564	-0.000361735097209233	-0.00541336062588286	-0.00345003951650781	-0.00480453712035705	0.499909566226684	-0.00135333614477362	-0.000862508726288513	-0.00120108191581925	0.0586848146667389	-0.110523882989691	-0.00904758206593036	-0.00228094082011121	0.514666994593916	-0.0276238602343879	-0.00226023371062301	-0.000569549549247483	0.000929224206924281	-0.00746268653643066	-0.00438817126258311	-0.00295121587387319	0.500232306035015	-0.00186566580724556	-0.00109704193676596	-0.000737755035388921	0.456156526728215	-0.063812122545404	-0.0630121225454041	-0.0888536132102359	-0.177810659189123	-0.258660144436199	-0.255456041138189	-0.360254675236445	-0.18948180777543	-0.273183343973453	-0.269900466389251	-0.384021596570991	-0.112759071511627	-0.30532661322074	-0.202955991454268	-0.0527271887950593	-0.0224112993940513	-0.0372391495778036	-0.0355227871161984	-0.0490952665392176	0.544043473271785	0.0604787892120707	0.0612787892120708	0.0869202798769026	0.178563526060986	0.245327681840656	0.248548075768783	0.352460709137163	0.18852786235084	0.260774774886321	0.265530756712847	0.373305187553292	0.231868375739203	0.0774143784365614	0.178000423444654	0.0505040428505414	0.0227626127923933	0.0258259480921174	0.0293789980677692	0.0418697483925978	0.0666666666666667	0.0666666666666667	0.1	0.1	0.0666666666666667	0.0666666666666667	0.0666666666666667	0.0666666666666667	0.0666666666666667	0	0	0	0	0	0	0.0878869465435692	0.124290911757475	0.124290911757475	0.175773893087138	0.356374185250109	0.503987826276855	0.504004116906972	0.712715384373608	0.0888585578287757	0.125333199612649	0.125338136300652	0.176308951335126	0.37800967012627	0.533958118859774	0.535431223102099	0.757326784124284	0.0942220891063378	0.132700832263643	0.13306379850309	0.187091778569622	0.34462744725083	0.382740991657301	0.380956414898922	0.103231231645601	0.0858687131574857	0.0953221364984642	0.0949019813646669	0.0257773177128398	0.0451739121864446	0.063065097669921	0.0649017851839676	0.0909650149318155	0.0112929978506448	0.015764878248433	0.0162240039649438	0.0227361340754943
